Stock Name,CTG,CTG,CTG,CTG,CTG,CTG,ACB,ACB,ACB,ACB,ACB,ACB,VCB,VCB,VCB,VCB,VCB,VCB,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,SP500,SP500,SP500,SP500,SP500,SP500,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,VNM,VNM,VNM,VNM,VNM,VNM,FPT,FPT,FPT,FPT,FPT,FPT,GAS,GAS,GAS,GAS,GAS,GAS,BID,BID,BID,BID,BID,BID
Stock Info,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume
2108,2023-06-16,29050.0,29200.0,28500.0,28500.0,7432700.0,2023-06-21,21600.0,21700.0,21550.0,21700.0,5482100.0,2023-06-16,104200.0,106400.0,103200.0,105000.0,1331800.0,2023-05-17,171.71,172.93,170.42,172.69,57951604,2023-05-18,4157.7,4202.2,4153.5,4198.1,0.0,2023-05-18,12513.87,12698.5,12512.26,12688.84,932194496.0,2023-06-16,66500.0,66600.0,66000.0,66100.0,5993000.0,2023-06-16,84100.0,86200.0,83400.0,84500.0,2231500.0,2023-06-16,97200.0,97400.0,95500.0,95500.0,589800.0,2023-06-16,44300.0,44500.0,43650.0,43700.0,1441500.0
2109,2023-06-19,28550.0,28850.0,28550.0,28600.0,3404700.0,2023-06-22,21750.0,21900.0,21650.0,21650.0,7973200.0,2023-06-19,103600.0,104100.0,101700.0,101700.0,1139900.0,2023-05-18,173.0,175.24,172.58,175.05,65090328,2023-05-19,4204.1,4212.9,4180.2,4192.0,0.0,2023-05-19,12709.46,12731.73,12624.06,12657.9,899334976.0,2023-06-19,66300.0,66600.0,65600.0,65800.0,3279400.0,2023-06-19,84700.0,85500.0,84500.0,84700.0,663200.0,2023-06-19,95700.0,96900.0,95200.0,95200.0,637900.0,2023-06-19,43800.0,43850.0,43300.0,43300.0,796000.0
2110,2023-06-20,28650.0,29200.0,28550.0,29200.0,2781600.0,2023-06-23,21700.0,21900.0,21600.0,21900.0,11433200.0,2023-06-20,101100.0,101100.0,99800.0,99900.0,1781600.0,2023-05-19,176.39,176.39,174.94,175.16,52683464,2023-05-22,4190.8,4209.2,4179.7,4192.6,0.0,2023-05-22,12664.44,12756.23,12655.26,12720.78,886963072.0,2023-06-20,65900.0,65900.0,65500.0,65500.0,2963000.0,2023-06-20,85000.0,85800.0,84700.0,85500.0,944500.0,2023-06-20,95200.0,96500.0,94800.0,96500.0,508200.0,2023-06-20,43450.0,43500.0,43150.0,43500.0,812700.0
2111,2023-06-21,29100.0,29300.0,28850.0,29150.0,4570200.0,2023-06-26,22200.0,22500.0,22000.0,22250.0,11784600.0,2023-06-21,99700.0,100500.0,99700.0,100000.0,1187900.0,2023-05-22,173.98,174.71,173.45,174.2,43309400,2023-05-23,4176.8,4185.7,4142.5,4145.6,0.0,2023-05-23,12652.88,12709.74,12554.43,12560.25,899726912.0,2023-06-21,65600.0,66300.0,65500.0,66300.0,3490900.0,2023-06-21,85500.0,86400.0,85400.0,85800.0,705800.0,2023-06-21,96500.0,96500.0,95300.0,95800.0,483500.0,2023-06-21,43500.0,44000.0,43300.0,43400.0,812800.0
2112,2023-06-22,29300.0,29650.0,29200.0,29450.0,5102500.0,2023-06-27,22550.0,22550.0,22200.0,22200.0,5619900.0,2023-06-22,102000.0,102000.0,99900.0,100400.0,716500.0,2023-05-23,173.13,173.38,171.27,171.56,49178496,2023-05-24,4133.0,4133.0,4104.0,4115.2,0.0,2023-05-24,12481.9,12529.63,12415.85,12484.16,842720000.0,2023-06-22,66500.0,67300.0,66300.0,66900.0,5610600.0,2023-06-22,86100.0,86500.0,84700.0,85500.0,1019700.0,2023-06-22,95800.0,96500.0,95500.0,95600.0,812800.0,2023-06-22,43700.0,44050.0,43400.0,43950.0,1284000.0
2113,2023-06-23,29500.0,29550.0,29150.0,29250.0,4983700.0,2023-06-28,22200.0,22400.0,22100.0,22300.0,8230200.0,2023-06-23,100400.0,100400.0,99500.0,99900.0,705200.0,2023-05-24,171.09,172.42,170.52,171.84,43490928,2023-05-25,4155.7,4165.7,4129.7,4151.3,0.0,2023-05-25,12706.44,12736.92,12604.89,12698.09,970495040.0,2023-06-23,67000.0,69500.0,67000.0,69100.0,11958000.0,2023-06-23,85600.0,85600.0,84800.0,85100.0,822000.0,2023-06-23,96300.0,96300.0,95000.0,95200.0,628300.0,2023-06-23,43900.0,44950.0,43700.0,44300.0,1911900.0
2114,2023-06-26,29050.0,29450.0,28900.0,29250.0,6462100.0,2023-06-29,22300.0,22400.0,21900.0,21900.0,8151200.0,2023-06-26,99100.0,100900.0,99100.0,100000.0,807200.0,2023-05-25,172.41,173.9,171.69,172.99,55920324,2023-05-26,4156.2,4212.9,4156.2,4205.4,0.0,2023-05-26,12736.42,13001.91,12729.74,12975.69,914767936.0,2023-06-26,69300.0,70700.0,68300.0,70600.0,10737800.0,2023-06-26,85100.0,85800.0,84600.0,85800.0,859400.0,2023-06-26,95200.0,96300.0,95100.0,96000.0,942400.0,2023-06-26,44500.0,44850.0,43900.0,44300.0,1225100.0
2115,2023-06-27,29300.0,29350.0,29000.0,29350.0,3656100.0,2023-06-30,21900.0,22050.0,21800.0,22050.0,5117900.0,2023-06-27,100000.0,101000.0,99700.0,100000.0,685900.0,2023-05-26,173.32,175.77,173.11,175.43,54834976,2023-05-30,4226.7,4231.1,4192.2,4205.5,0.0,2023-05-30,13109.1,13154.29,12968.12,13017.43,969208000.0,2023-06-27,70800.0,70800.0,69600.0,70500.0,5978900.0,2023-06-27,86000.0,87300.0,86000.0,87300.0,1540400.0,2023-06-27,96700.0,97000.0,96000.0,96300.0,510600.0,2023-06-27,44100.0,44450.0,44000.0,44300.0,793800.0
2116,2023-06-28,29400.0,30200.0,29350.0,30000.0,8631900.0,2023-07-03,22050.0,22100.0,21950.0,22050.0,4029900.0,2023-06-28,100000.0,102200.0,99800.0,101100.0,821200.0,2023-05-30,176.96,178.99,176.57,177.3,55769852,2023-05-31,4190.7,4195.4,4166.1,4179.8,0.0,2023-05-31,12968.38,13029.08,12889.37,12935.28,1938131328.0,2023-06-28,70500.0,70900.0,69700.0,70600.0,6154700.0,2023-06-28,87400.0,87800.0,87000.0,87000.0,964900.0,2023-06-28,96900.0,96900.0,95400.0,95400.0,762500.0,2023-06-28,44300.0,45350.0,44150.0,45350.0,2337400.0
2117,2023-06-29,30000.0,30100.0,29500.0,29900.0,5201200.0,2023-07-04,21950.0,22050.0,21900.0,22000.0,4346600.0,2023-06-29,101800.0,103000.0,101100.0,101900.0,640600.0,2023-05-31,177.32,179.35,176.76,177.25,99314872,2023-06-01,4183.0,4232.4,4171.6,4221.0,0.0,2023-06-01,12944.46,13141.83,12903.63,13100.98,957132288.0,2023-06-29,70600.0,72400.0,70100.0,71900.0,7698400.0,2023-06-29,87000.0,87100.0,86500.0,86500.0,562400.0,2023-06-29,95500.0,95800.0,94600.0,94600.0,710100.0,2023-06-29,45400.0,45900.0,44500.0,44500.0,1582000.0
2118,2023-06-30,29700.0,29750.0,29350.0,29500.0,5601900.0,2023-07-05,22000.0,22100.0,21950.0,21950.0,8124400.0,2023-06-30,101100.0,101800.0,100000.0,100000.0,556600.0,2023-06-01,177.7,180.12,176.93,180.09,65296428,2023-06-02,4241.0,4290.7,4241.0,4282.4,0.0,2023-06-02,13190.48,13256.21,13125.86,13240.77,941893056.0,2023-06-30,71900.0,72000.0,70800.0,71000.0,3645000.0,2023-06-30,86500.0,86600.0,86000.0,86000.0,733500.0,2023-06-30,94600.0,95000.0,93000.0,93000.0,681400.0,2023-06-30,44500.0,44800.0,43350.0,43350.0,975000.0
2119,2023-07-03,29500.0,29600.0,29200.0,29250.0,3179400.0,2023-07-06,21950.0,22000.0,21650.0,21700.0,6424400.0,2023-07-03,100000.0,100800.0,99800.0,100000.0,490100.0,2023-06-02,181.03,181.78,179.26,180.95,61996912,2023-06-05,4283.0,4299.3,4266.8,4273.8,0.0,2023-06-05,13238.48,13330.65,13194.95,13229.43,887677824.0,2023-07-03,71100.0,71400.0,70300.0,70700.0,3186200.0,2023-07-03,86500.0,86800.0,86000.0,86400.0,1039600.0,2023-07-03,93800.0,94500.0,93600.0,94000.0,380900.0,2023-07-03,43900.0,44500.0,43700.0,44500.0,1085400.0
2120,2023-07-04,29150.0,29500.0,29050.0,29450.0,5105500.0,2023-07-07,21700.0,21750.0,21500.0,21700.0,7142800.0,2023-07-04,100700.0,101900.0,99900.0,100000.0,682700.0,2023-06-05,182.63,184.95,178.04,179.58,121323992,2023-06-06,4271.3,4288.3,4263.1,4283.9,0.0,2023-06-06,13199.59,13306.2,13165.65,13276.42,978702208.0,2023-07-04,70500.0,71200.0,70100.0,70600.0,4781600.0,2023-07-04,86400.0,87000.0,86200.0,87000.0,1328100.0,2023-07-04,94400.0,95400.0,94100.0,95100.0,498400.0,2023-07-04,44400.0,44550.0,43750.0,44000.0,1183300.0
2121,2023-07-05,29550.0,29700.0,29350.0,29550.0,3596500.0,2023-07-10,21750.0,22100.0,21700.0,21950.0,9032000.0,2023-07-05,101000.0,102500.0,100300.0,102000.0,953900.0,2023-06-06,179.96,180.12,177.43,179.21,64342720,2023-06-07,4285.5,4299.2,4264.0,4267.5,0.0,2023-06-07,13295.26,13361.9,13089.48,13104.9,1110059136.0,2023-07-05,70800.0,70800.0,69600.0,69800.0,6659200.0,2023-07-05,75100.0,76500.0,74800.0,74800.0,1787300.0,2023-07-05,95300.0,95300.0,94300.0,94300.0,410400.0,2023-07-05,44200.0,44750.0,44050.0,44350.0,1294400.0
2122,2023-07-06,29550.0,29600.0,28850.0,29350.0,6343400.0,2023-07-11,22300.0,22300.0,21950.0,22000.0,8848500.0,2023-07-06,102100.0,102200.0,100500.0,100700.0,1021000.0,2023-06-07,178.44,181.21,177.32,177.82,61944616,2023-06-08,4268.7,4298.0,4261.1,4293.9,0.0,2023-06-08,13113.27,13248.6,13101.18,13238.52,873243712.0,2023-07-06,69900.0,70700.0,69800.0,70500.0,7631000.0,2023-07-06,74800.0,75200.0,74000.0,74600.0,1517000.0,2023-07-06,95000.0,96500.0,94700.0,95200.0,1374300.0,2023-07-06,44200.0,44650.0,43600.0,43950.0,1337000.0
2123,2023-07-07,29250.0,29600.0,29050.0,29600.0,3913600.0,2023-07-12,22200.0,22200.0,21800.0,21850.0,5185000.0,2023-07-07,100500.0,105000.0,100400.0,105000.0,1064800.0,2023-06-08,177.9,180.84,177.46,180.57,50214880,2023-06-09,4304.9,4322.6,4291.7,4298.9,0.0,2023-06-09,13312.4,13385.95,13229.33,13259.14,899237248.0,2023-07-07,70700.0,71200.0,70400.0,70900.0,5780500.0,2023-07-07,74200.0,75500.0,74200.0,75300.0,896300.0,2023-07-07,95700.0,96600.0,95300.0,96000.0,672500.0,2023-07-07,43700.0,44300.0,43700.0,44300.0,880100.0
2124,2023-07-10,29750.0,29800.0,29500.0,29700.0,6962300.0,2023-07-13,22000.0,22000.0,21800.0,22000.0,6741100.0,2023-07-10,104900.0,104900.0,102300.0,102700.0,915100.0,2023-06-09,181.5,182.23,180.63,180.96,48899972,2023-06-12,4308.3,4340.1,4304.4,4338.9,0.0,2023-06-12,13326.37,13465.91,13302.58,13461.92,974529984.0,2023-07-10,71400.0,72700.0,71200.0,72100.0,6171100.0,2023-07-10,75300.0,75900.0,74900.0,75300.0,1154300.0,2023-07-10,96500.0,97600.0,96400.0,97500.0,1125900.0,2023-07-10,44400.0,46950.0,44200.0,46950.0,4620400.0
2125,2023-07-11,29950.0,30600.0,29950.0,30300.0,14508800.0,2023-07-14,22050.0,22100.0,21800.0,22000.0,6897700.0,2023-07-11,101800.0,105000.0,101800.0,103000.0,887600.0,2023-06-12,181.27,183.89,180.97,183.79,53565380,2023-06-13,4352.6,4375.4,4349.3,4369.0,0.0,2023-06-13,13566.52,13594.4,13473.19,13573.32,1035949504.0,2023-07-11,72100.0,73400.0,71700.0,72800.0,5702300.0,2023-07-11,75300.0,75400.0,75000.0,75000.0,1091300.0,2023-07-11,97800.0,98000.0,97000.0,97200.0,719600.0,2023-07-11,47200.0,47400.0,46500.0,46550.0,2620200.0
2126,2023-07-12,30300.0,30400.0,29800.0,30000.0,6313800.0,2023-07-17,22050.0,22050.0,21900.0,22000.0,6533500.0,2023-07-12,102700.0,104500.0,102700.0,104000.0,742800.0,2023-06-13,182.8,184.15,182.44,183.31,54648548,2023-06-14,4366.3,4391.8,4337.9,4372.6,0.0,2023-06-14,13570.56,13661.74,13455.99,13626.48,1159066624.0,2023-07-12,72900.0,73500.0,72600.0,73500.0,4195800.0,2023-07-12,75000.0,75700.0,74900.0,75300.0,904900.0,2023-07-12,97600.0,97600.0,96200.0,96500.0,568500.0,2023-07-12,46950.0,47150.0,46150.0,46700.0,2332100.0
2127,2023-07-13,30200.0,30200.0,29850.0,30000.0,5302700.0,2023-07-18,21900.0,22000.0,21850.0,22000.0,6780400.0,2023-07-13,105000.0,105000.0,103700.0,104900.0,928300.0,2023-06-14,183.37,184.39,182.02,183.95,56522808,2023-06-15,4365.3,4439.2,4362.6,4425.8,0.0,2023-06-15,13572.88,13828.17,13561.37,13782.82,1129049088.0,2023-07-13,73400.0,73800.0,72900.0,73100.0,3783500.0,2023-07-13,75800.0,75800.0,75400.0,75800.0,1252400.0,2023-07-13,97000.0,99600.0,96600.0,99300.0,1368300.0,2023-07-13,46900.0,47500.0,46550.0,46900.0,1884600.0
2128,2023-07-14,30000.0,30200.0,29400.0,29900.0,7967000.0,2023-07-19,22000.0,22150.0,21950.0,22000.0,9552300.0,2023-07-14,104900.0,105000.0,104000.0,105000.0,797700.0,2023-06-15,183.96,186.52,183.78,186.01,65278560,2023-06-16,4440.9,4448.5,4407.4,4409.6,0.0,2023-06-16,13859.07,13864.06,13680.95,13689.57,2917543168.0,2023-07-14,73200.0,73400.0,72100.0,73300.0,5209700.0,2023-07-14,76900.0,78300.0,76100.0,78300.0,2822800.0,2023-07-14,99500.0,100500.0,98500.0,99000.0,695200.0,2023-07-14,46900.0,47650.0,46050.0,46750.0,2606100.0
2129,2023-07-17,29900.0,29950.0,29550.0,29700.0,6581700.0,2023-07-20,22000.0,22050.0,21900.0,22000.0,6284600.0,2023-07-17,105000.0,105000.0,104200.0,104800.0,791600.0,2023-06-16,186.73,186.99,184.27,184.92,101256224,2023-06-20,4396.1,4400.1,4367.2,4388.7,0.0,2023-06-20,13642.3,13711.18,13561.84,13667.29,1127889280.0,2023-07-17,73000.0,73600.0,72200.0,72300.0,3922800.0,2023-07-17,79000.0,79200.0,78500.0,79000.0,1153300.0,2023-07-17,99100.0,99200.0,98100.0,99000.0,514100.0,2023-07-17,46750.0,47100.0,46200.0,46200.0,2231500.0
2130,2023-07-18,29700.0,30000.0,29700.0,29850.0,4570900.0,2023-07-21,22000.0,22100.0,21900.0,22100.0,6679400.0,2023-07-18,104900.0,105000.0,104300.0,104300.0,590000.0,2023-06-20,184.41,186.1,184.41,185.01,48964548,2023-06-21,4380.0,4386.2,4360.1,4365.7,0.0,2023-06-21,13620.87,13638.57,13460.94,13502.2,1063459904.0,2023-07-18,72500.0,72600.0,72200.0,72400.0,2930000.0,2023-07-18,79000.0,79000.0,78100.0,78700.0,718300.0,2023-07-18,99000.0,100400.0,98500.0,99800.0,742300.0,2023-07-18,46200.0,46700.0,46200.0,46700.0,1667200.0
2131,2023-07-19,30000.0,30050.0,29500.0,29900.0,6740400.0,2023-07-24,22100.0,22200.0,21950.0,22050.0,6759900.0,2023-07-19,104600.0,107100.0,104600.0,106500.0,926200.0,2023-06-21,184.9,185.41,182.59,183.96,49358728,2023-06-22,4355.4,4382.2,4351.8,4381.9,0.0,2023-06-22,13443.41,13631.85,13441.56,13630.61,898273984.0,2023-07-19,72500.0,73000.0,72400.0,72600.0,2945100.0,2023-07-19,78500.0,78900.0,78300.0,78500.0,708600.0,2023-07-19,100300.0,100300.0,98900.0,98900.0,526000.0,2023-07-19,46900.0,46900.0,45850.0,46250.0,2329500.0
2132,2023-07-20,29900.0,29900.0,29550.0,29650.0,4593800.0,2023-07-25,22000.0,22500.0,22000.0,22300.0,13703900.0,2023-07-20,105500.0,106400.0,103600.0,105000.0,771600.0,2023-06-22,183.74,187.04,183.67,187.0,50844684,2023-06-23,4354.2,4366.6,4341.3,4348.3,0.0,2023-06-23,13484.1,13572.18,13442.65,13492.52,3359938816.0,2023-07-20,72600.0,72800.0,72300.0,72600.0,2600700.0,2023-07-20,78600.0,81300.0,78500.0,80300.0,2294300.0,2023-07-20,98700.0,99200.0,97500.0,98700.0,562600.0,2023-07-20,46200.0,46400.0,45850.0,46250.0,934600.0
2133,2023-07-21,29650.0,29800.0,29500.0,29700.0,5537400.0,2023-07-26,22300.0,22450.0,22200.0,22300.0,5967200.0,2023-07-21,105000.0,105000.0,104000.0,105000.0,663400.0,2023-06-23,185.55,187.56,185.01,186.68,53116996,2023-06-26,4344.8,4362.1,4328.1,4328.8,0.0,2023-06-26,13468.75,13573.57,13334.42,13335.78,936281600.0,2023-07-21,72600.0,73500.0,72500.0,73500.0,3341800.0,2023-07-21,79700.0,81000.0,79600.0,81000.0,1273600.0,2023-07-21,98700.0,99400.0,98100.0,99400.0,532600.0,2023-07-21,46250.0,46750.0,46100.0,46750.0,1422100.0
2134,2023-07-24,29900.0,30100.0,29750.0,29850.0,5164400.0,2023-07-27,22300.0,22350.0,22050.0,22150.0,7207700.0,2023-07-24,88992.0,89246.0,88484.0,88569.0,954839.0,2023-06-26,186.83,188.05,185.23,185.27,47504500,2023-06-27,4337.4,4384.4,4335.0,4378.4,0.0,2023-06-27,13389.25,13578.8,13366.97,13555.67,966180544.0,2023-07-24,73500.0,74000.0,73300.0,73600.0,2535300.0,2023-07-24,81000.0,81300.0,80600.0,81000.0,1172700.0,2023-07-24,99700.0,99900.0,98400.0,98500.0,539100.0,2023-07-24,46900.0,47600.0,46800.0,46800.0,1970000.0
2135,2023-07-25,29950.0,30300.0,29850.0,29900.0,6091900.0,2023-07-28,22200.0,22400.0,22050.0,22200.0,8610200.0,2023-07-25,90400.0,92500.0,90300.0,91700.0,2374800.0,2023-06-27,185.89,188.39,185.67,188.06,49726580,2023-06-28,4367.5,4390.4,4360.2,4376.9,0.0,2023-06-28,13506.02,13654.14,13495.73,13591.75,890517504.0,2023-07-25,73600.0,74700.0,73100.0,74500.0,4245900.0,2023-07-25,81000.0,82200.0,81000.0,81300.0,1056900.0,2023-07-25,98800.0,99600.0,98500.0,98800.0,413300.0,2023-07-25,46750.0,47200.0,46700.0,47150.0,1621600.0
2136,2023-07-26,29950.0,30050.0,29700.0,29800.0,5544100.0,2023-07-31,22500.0,22950.0,22450.0,22950.0,19206000.0,2023-07-26,91900.0,93400.0,91900.0,93400.0,1146400.0,2023-06-28,187.93,189.9,187.6,189.25,50900576,2023-06-29,4374.9,4398.4,4372.0,4396.4,0.0,2023-06-29,13592.36,13618.53,13540.26,13591.33,871641728.0,2023-07-26,74400.0,75200.0,74300.0,75000.0,3189700.0,2023-07-26,81200.0,82700.0,81100.0,82700.0,1270800.0,2023-07-26,98800.0,98800.0,98200.0,98200.0,390200.0,2023-07-26,47150.0,48050.0,47150.0,47350.0,2329100.0
2137,2023-07-27,29850.0,29900.0,29300.0,29350.0,7921500.0,2023-08-01,23250.0,23250.0,22750.0,22850.0,13714200.0,2023-07-27,93700.0,93700.0,92500.0,92700.0,957200.0,2023-06-29,189.08,190.07,188.94,189.59,45451648,2023-06-30,4422.4,4458.5,4422.4,4450.4,0.0,2023-06-30,13719.98,13816.67,13716.16,13787.92,1065945024.0,2023-07-27,75000.0,75800.0,74800.0,75700.0,4178200.0,2023-07-27,82800.0,84400.0,82800.0,83700.0,1417700.0,2023-07-27,98500.0,98800.0,98100.0,98200.0,468200.0,2023-07-27,47300.0,47400.0,46650.0,46700.0,1369700.0
2138,2023-07-28,29400.0,29500.0,29300.0,29500.0,5219800.0,2023-08-02,22800.0,23150.0,22800.0,23100.0,12406100.0,2023-07-28,92700.0,93000.0,91800.0,93000.0,1116900.0,2023-06-30,191.63,194.48,191.26,193.97,85213216,2023-07-03,4450.5,4456.5,4442.3,4455.6,0.0,2023-07-03,13798.7,13839.09,13773.41,13816.77,583699328.0,2023-07-28,75800.0,77700.0,75600.0,77400.0,5473600.0,2023-07-28,83500.0,84400.0,83100.0,84400.0,898400.0,2023-07-28,98000.0,99600.0,98000.0,99500.0,537300.0,2023-07-28,46700.0,47300.0,46400.0,46700.0,1754600.0
2139,2023-07-31,29900.0,30000.0,29600.0,30000.0,5765900.0,2023-08-03,23050.0,23500.0,23000.0,23450.0,17006600.0,2023-07-31,93000.0,93200.0,91600.0,91600.0,1468300.0,2023-07-03,193.68,193.88,191.79,192.46,31458198,2023-07-05,4442.0,4454.1,4436.6,4446.8,0.0,2023-07-05,13772.1,13844.5,13764.25,13791.65,937604096.0,2023-07-31,77300.0,78400.0,77200.0,78000.0,3364900.0,2023-07-31,84700.0,85800.0,84400.0,85600.0,1471500.0,2023-07-31,100100.0,102600.0,100100.0,101600.0,1189900.0,2023-07-31,47000.0,47450.0,46700.0,47200.0,1873000.0
2140,2023-08-01,30200.0,30800.0,30100.0,30400.0,14243700.0,2023-08-04,23600.0,24400.0,23250.0,24400.0,18672300.0,2023-08-01,91600.0,92800.0,91200.0,91200.0,1281600.0,2023-07-05,191.57,192.98,190.62,191.33,46585296,2023-07-06,4422.6,4422.6,4385.1,4411.6,0.0,2023-07-06,13653.17,13689.52,13567.25,13679.04,1036351936.0,2023-08-01,78000.0,78000.0,76000.0,76000.0,5730800.0,2023-08-01,85600.0,86300.0,84500.0,84500.0,1287300.0,2023-08-01,102300.0,102300.0,100700.0,100700.0,608900.0,2023-08-01,47550.0,49500.0,47200.0,48200.0,3814100.0
2141,2023-08-02,30500.0,31150.0,30500.0,31050.0,13339400.0,2023-08-07,23950.0,24050.0,23600.0,23750.0,28085700.0,2023-08-02,91200.0,91500.0,91000.0,91500.0,1055800.0,2023-07-06,189.84,192.02,189.2,191.81,44995624,2023-07-07,4404.5,4440.4,4397.4,4398.9,0.0,2023-07-07,13668.07,13804.51,13656.74,13660.72,949893120.0,2023-08-02,76000.0,76500.0,75300.0,76100.0,2678900.0,2023-08-02,84500.0,84800.0,83500.0,83500.0,996300.0,2023-08-02,101000.0,101600.0,99900.0,100400.0,330500.0,2023-08-02,48200.0,49300.0,48150.0,49100.0,2355600.0
2142,2023-08-03,30950.0,31100.0,30700.0,30900.0,8078000.0,2023-08-08,23800.0,23900.0,23300.0,23400.0,15266300.0,2023-08-03,91500.0,91500.0,90500.0,90600.0,837900.0,2023-07-07,191.41,192.67,190.24,190.68,46815000,2023-07-10,4394.2,4412.6,4389.9,4409.5,0.0,2023-07-10,13645.37,13692.41,13584.87,13685.48,1001874368.0,2023-08-03,74100.0,74100.0,72600.0,72600.0,2917600.0,2023-08-03,83800.0,84200.0,82900.0,83700.0,907900.0,2023-08-03,100400.0,100500.0,99600.0,99600.0,451000.0,2023-08-03,49100.0,49150.0,48400.0,48550.0,2094400.0
2143,2023-08-04,31000.0,31000.0,30650.0,31000.0,7557300.0,2023-08-09,23400.0,23600.0,23150.0,23200.0,15555900.0,2023-08-04,90700.0,91100.0,90100.0,90100.0,1231600.0,2023-07-10,189.26,189.99,187.04,188.61,59095880,2023-07-11,4415.6,4443.6,4408.5,4439.3,0.0,2023-07-11,13709.82,13774.83,13643.32,13760.7,913097280.0,2023-08-04,72500.0,73000.0,72000.0,73000.0,3165200.0,2023-08-04,84000.0,84500.0,83300.0,83300.0,1618900.0,2023-08-04,99600.0,100900.0,99400.0,100300.0,544800.0,2023-08-04,48500.0,48900.0,48200.0,48400.0,2196000.0
2144,2023-08-07,31450.0,32600.0,31250.0,32600.0,13001900.0,2023-08-10,23250.0,23350.0,22900.0,22900.0,12692000.0,2023-08-07,90100.0,90800.0,90000.0,90800.0,1111700.0,2023-07-11,189.16,189.3,186.6,188.08,46416508,2023-07-12,4467.7,4488.3,4463.2,4472.2,0.0,2023-07-12,13915.64,13963.45,13842.13,13918.96,1013140544.0,2023-08-07,72900.0,74900.0,72300.0,74900.0,4317900.0,2023-08-07,83600.0,84500.0,83300.0,84500.0,752500.0,2023-08-07,101300.0,101300.0,99900.0,100900.0,351200.0,2023-08-07,48700.0,49450.0,48450.0,48850.0,2004700.0
2145,2023-08-08,32850.0,32850.0,32300.0,32600.0,8764800.0,2023-08-11,22950.0,23000.0,22600.0,22900.0,9157400.0,2023-08-08,90800.0,91200.0,90100.0,90700.0,823400.0,2023-07-12,189.68,191.7,188.47,189.77,59771148,2023-07-13,4491.5,4517.4,4489.4,4510.0,0.0,2023-07-13,14021.15,14163.81,14012.24,14138.57,962459008.0,2023-08-08,74700.0,74900.0,73900.0,74500.0,3430500.0,2023-08-08,84000.0,84600.0,83800.0,84200.0,636000.0,2023-08-08,100900.0,101400.0,100600.0,101200.0,529700.0,2023-08-08,48900.0,49450.0,48550.0,48650.0,2104900.0
2146,2023-08-09,32500.0,32600.0,32050.0,32500.0,8014100.0,2023-08-14,22900.0,23050.0,22800.0,23050.0,10439500.0,2023-08-09,90700.0,90900.0,90100.0,90200.0,591600.0,2023-07-13,190.5,191.19,189.78,190.54,41342336,2023-07-14,4514.6,4527.8,4499.6,4505.4,0.0,2023-07-14,14166.66,14232.11,14081.96,14113.7,996351616.0,2023-08-09,74500.0,74500.0,72800.0,73100.0,3705000.0,2023-08-09,84000.0,84700.0,83000.0,83100.0,982700.0,2023-08-09,101400.0,101400.0,100600.0,101000.0,371500.0,2023-08-09,48650.0,48800.0,48050.0,48200.0,1802300.0
2147,2023-08-10,32500.0,32650.0,31600.0,31650.0,7995700.0,2023-08-15,23150.0,23250.0,22850.0,22850.0,6458700.0,2023-08-10,90500.0,90500.0,88500.0,88500.0,1336100.0,2023-07-14,190.23,191.18,189.63,190.69,41616240,2023-07-17,4508.9,4532.9,4504.9,4522.8,0.0,2023-07-17,14149.92,14274.41,14138.0,14244.95,914532416.0,2023-08-10,73100.0,74000.0,72900.0,73100.0,2733200.0,2023-08-10,83100.0,83300.0,82200.0,82200.0,1343300.0,2023-08-10,101900.0,103700.0,101500.0,102000.0,771900.0,2023-08-10,48200.0,48400.0,46500.0,46500.0,2612100.0
2148,2023-08-11,31750.0,32150.0,31300.0,32100.0,6909000.0,2023-08-16,22850.0,23050.0,22800.0,22900.0,8397000.0,2023-08-11,88500.0,90400.0,88500.0,90400.0,920800.0,2023-07-17,191.9,194.32,191.81,193.99,49842864,2023-07-18,4521.8,4562.3,4514.6,4555.0,0.0,2023-07-18,14212.25,14396.69,14176.11,14353.64,930196096.0,2023-08-11,73100.0,73500.0,72400.0,73500.0,2181300.0,2023-08-11,82000.0,83000.0,81500.0,82000.0,1142900.0,2023-08-11,101800.0,102000.0,100700.0,101500.0,344200.0,2023-08-11,46500.0,46900.0,45600.0,46700.0,2102400.0
