Stock Name,CTG,CTG,CTG,CTG,CTG,CTG,ACB,ACB,ACB,ACB,ACB,ACB,VCB,VCB,VCB,VCB,VCB,VCB,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,SP500,SP500,SP500,SP500,SP500,SP500,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,VNM,VNM,VNM,VNM,VNM,VNM,FPT,FPT,FPT,FPT,FPT,FPT,GAS,GAS,GAS,GAS,GAS,GAS,BID,BID,BID,BID,BID,BID
Stock Info,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume
353,2016-06-09,12138.3,12345.2,12069.3,12276.2,1149119.0,2016-06-09,5116.4,5143.7,5089.2,5143.7,307355.0,2016-06-09,25809.0,26025.0,25701.0,25917.0,691469.0,2016-05-26,24.92,25.18,24.66,25.1,225324640,2016-05-27,2090.1,2099.1,2090.1,2099.1,0.0,2016-05-27,4904.05,4933.51,4902.5,4933.51,363019808.0,2016-06-09,115000.0,115000.0,114167.0,115000.0,239316.0,2016-06-09,14317.3,14317.3,14246.9,14246.9,751225.0,2016-06-09,61000.0,62000.0,61000.0,62000.0,423150.0,2016-06-09,12887.3,13309.9,12816.9,13239.5,3702053.0
354,2016-06-10,12138.3,12345.2,12138.3,12276.2,1372113.0,2016-06-10,5116.4,5198.1,5116.4,5170.9,302608.0,2016-06-10,25917.0,26456.0,25917.0,26132.0,1524570.0,2016-05-27,24.86,25.12,24.81,25.09,145364960,2016-05-31,2100.1,2103.5,2088.7,2097.0,0.0,2016-05-31,4938.48,4951.45,4923.03,4948.06,711666240.0,2016-06-10,115000.0,115000.0,113333.0,114167.0,400512.0,2016-06-10,14211.7,14282.1,14211.7,14246.9,1097067.0,2016-06-10,61000.0,62000.0,60500.0,60500.0,555260.0,2016-06-10,13169.0,13380.3,13098.6,13098.6,4949441.0
355,2016-06-13,12276.2,12276.2,12069.3,12138.3,753960.0,2016-06-13,5143.7,5225.3,5116.4,5170.9,509452.0,2016-06-13,26132.0,26348.0,26025.0,26078.0,2069100.0,2016-05-31,24.9,25.1,24.7,24.96,169228848,2016-06-01,2093.9,2101.0,2085.1,2099.3,0.0,2016-06-01,4928.97,4958.98,4923.2,4952.25,423298368.0,2016-06-13,113333.0,114167.0,112500.0,114167.0,336600.0,2016-06-13,14246.9,14246.9,14211.7,14211.7,547691.0,2016-06-13,59000.0,60000.0,58500.0,60000.0,751750.0,2016-06-13,13028.2,13098.6,12816.9,12887.3,1115153.0
356,2016-06-14,12069.3,12069.3,11862.4,12000.4,1260790.0,2016-06-14,5170.9,5225.3,5143.7,5198.1,416136.0,2016-06-14,25917.0,26186.0,25755.0,26025.0,1360440.0,2016-06-01,24.75,24.89,24.58,24.61,116693136,2016-06-02,2097.7,2105.3,2088.6,2105.3,0.0,2016-06-02,4941.25,4971.36,4924.23,4971.36,386099552.0,2016-06-14,113333.0,114167.0,112500.0,114167.0,210708.0,2016-06-14,14176.6,14246.9,14176.6,14246.9,559996.0,2016-06-14,60000.0,61000.0,59000.0,60000.0,511180.0,2016-06-14,12746.5,12887.3,12676.1,12746.5,1402587.0
357,2016-06-15,12000.4,12069.3,11862.4,12000.4,642121.0,2016-06-15,5198.1,5198.1,5170.9,5198.1,188976.0,2016-06-15,25971.0,25971.0,25701.0,25755.0,1038969.0,2016-06-02,24.4,24.46,24.16,24.43,160766400,2016-06-03,2104.1,2104.1,2085.4,2099.1,0.0,2016-06-03,4958.1,4958.65,4909.21,4942.52,382229984.0,2016-06-15,113333.0,115000.0,112500.0,114167.0,320472.0,2016-06-15,14246.9,14246.9,14141.4,14176.6,957091.0,2016-06-15,59500.0,62000.0,59000.0,61500.0,564820.0,2016-06-15,12676.1,12887.3,12676.1,12746.5,1091558.0
358,2016-06-16,11931.4,12069.3,11862.4,11862.4,553166.0,2016-06-16,5198.1,5225.3,5170.9,5198.1,498748.0,2016-06-16,25809.0,25917.0,25647.0,25701.0,1080380.0,2016-06-03,24.45,24.57,24.36,24.48,114019552,2016-06-06,2100.8,2113.4,2100.8,2109.4,0.0,2016-06-06,4950.46,4980.14,4944.87,4968.71,385150816.0,2016-06-16,115000.0,115833.0,114167.0,114167.0,238716.0,2016-06-16,14246.9,14282.1,14176.6,14211.7,829559.0,2016-06-16,61000.0,61500.0,60000.0,60000.0,398130.0,2016-06-16,12816.9,12887.3,12676.1,12676.1,1030547.0
359,2016-06-17,11931.4,11931.4,11655.5,11655.5,815797.0,2016-06-17,5170.9,5198.1,5170.9,5198.1,436768.0,2016-06-17,25486.0,25701.0,25378.0,25378.0,1631147.0,2016-06-06,24.5,25.47,24.39,24.66,93170016,2016-06-07,2110.2,2119.2,2110.2,2112.1,0.0,2016-06-07,4972.14,4979.38,4960.28,4961.75,391046656.0,2016-06-17,114167.0,115000.0,113333.0,114167.0,250116.0,2016-06-17,14211.7,14246.9,14176.6,14211.7,475867.0,2016-06-17,59000.0,60500.0,59000.0,59500.0,329190.0,2016-06-17,12676.1,12746.5,12464.8,12676.1,1213794.0
360,2016-06-20,11724.5,11793.5,11655.5,11724.5,554018.0,2016-06-20,5170.9,5225.3,5170.9,5225.3,182678.0,2016-06-20,25378.0,25486.0,24947.0,25270.0,1071905.0,2016-06-07,24.81,24.97,24.74,24.76,89637800,2016-06-08,2112.7,2120.6,2112.7,2119.1,0.0,2016-06-08,4970.01,4979.66,4956.79,4974.64,367538080.0,2016-06-20,114167.0,115000.0,113333.0,114167.0,332304.0,2016-06-20,14246.9,15091.2,14211.7,15020.8,4333691.0,2016-06-20,60500.0,61500.0,60000.0,61500.0,322630.0,2016-06-20,12605.7,12676.1,12535.2,12676.1,749564.0
361,2016-06-21,11793.5,11862.4,11655.5,11724.5,363937.0,2016-06-21,5198.1,5225.3,5170.9,5225.3,480160.0,2016-06-21,25270.0,25378.0,25216.0,25324.0,909102.0,2016-06-08,24.75,24.89,24.67,24.73,83392528,2016-06-09,2115.7,2117.6,2107.7,2115.5,0.0,2016-06-09,4954.15,4965.49,4940.55,4958.62,361932864.0,2016-06-21,115000.0,116667.0,115000.0,115833.0,731400.0,2016-06-21,15091.2,15407.8,14985.6,15020.8,3330772.0,2016-06-21,61500.0,62000.0,60500.0,60500.0,277680.0,2016-06-21,12816.9,12816.9,12605.7,12676.1,724196.0
362,2016-06-22,11862.4,11862.4,11586.6,11655.5,662914.0,2016-06-22,5170.9,5225.3,5170.9,5225.3,400094.0,2016-06-22,25324.0,25378.0,25055.0,25216.0,832498.0,2016-06-09,24.62,25.0,24.61,24.91,106405416,2016-06-10,2109.6,2109.6,2090.0,2096.1,0.0,2016-06-10,4915.15,4917.92,4880.61,4894.55,402182048.0,2016-06-22,115833.0,116667.0,115000.0,115833.0,331824.0,2016-06-22,14950.5,15091.2,14915.3,14915.3,693716.0,2016-06-22,60500.0,61500.0,60500.0,60500.0,129740.0,2016-06-22,12676.1,12676.1,12535.2,12605.7,466972.0
363,2016-06-23,11724.5,11862.4,11655.5,11862.4,619263.0,2016-06-23,5170.9,5225.3,5170.9,5225.3,229692.0,2016-06-23,25270.0,25863.0,25216.0,25863.0,1185734.0,2016-06-10,24.63,24.84,24.62,24.71,126851744,2016-06-13,2091.8,2098.1,2078.5,2079.1,0.0,2016-06-13,4868.51,4894.85,4844.94,4848.44,420340672.0,2016-06-23,115000.0,117500.0,115000.0,116667.0,1374313.0,2016-06-23,14880.1,14915.3,14739.4,14739.4,1907372.0,2016-06-23,60500.0,61000.0,60500.0,61000.0,135840.0,2016-06-23,12605.7,12746.5,12535.2,12676.1,961512.0
364,2016-06-24,11793.5,11862.4,11034.8,11517.6,1411647.0,2016-06-24,5170.9,5225.3,4898.7,5225.3,564771.0,2016-06-24,25809.0,25863.0,24085.0,25216.0,1426278.0,2016-06-13,24.67,24.78,24.27,24.34,152081984,2016-06-14,2076.7,2081.3,2064.1,2075.3,0.0,2016-06-14,4836.67,4863.01,4811.93,4843.55,401839200.0,2016-06-24,116667.0,116667.0,110000.0,114167.0,2117869.0,2016-06-24,14669.0,14669.0,13754.4,14387.6,5916737.0,2016-06-24,61000.0,61500.0,57000.0,60000.0,991960.0,2016-06-24,12605.7,12605.7,11901.4,12464.8,2435549.0
365,2016-06-27,11310.7,11517.6,11310.7,11517.6,431480.0,2016-06-27,5007.6,5198.1,5007.6,5198.1,376640.0,2016-06-27,25001.0,25001.0,24462.0,24893.0,588871.0,2016-06-14,24.33,24.62,24.19,24.36,127727776,2016-06-15,2077.6,2085.7,2069.8,2071.5,0.0,2016-06-15,4855.08,4868.16,4830.33,4834.93,402219840.0,2016-06-27,113333.0,114167.0,111667.0,114167.0,817680.0,2016-06-27,14387.6,14563.5,14141.4,14493.2,1356495.0,2016-06-27,58500.0,61000.0,58000.0,60500.0,249890.0,2016-06-27,12183.1,12324.0,12042.3,12324.0,1006148.0
366,2016-06-28,11448.6,11517.6,11379.6,11379.6,235475.0,2016-06-28,5062.0,5170.9,5062.0,5170.9,68506.0,2016-06-28,24678.0,25216.0,24678.0,25001.0,694259.0,2016-06-15,24.45,24.6,24.26,24.29,117780912,2016-06-16,2066.4,2079.6,2050.4,2078.0,0.0,2016-06-16,4809.69,4847.86,4778.78,4844.91,389889184.0,2016-06-28,114167.0,120000.0,113333.0,116667.0,2406805.0,2016-06-28,14493.2,14563.5,14422.8,14493.2,758174.0,2016-06-28,59000.0,60500.0,59000.0,60500.0,123320.0,2016-06-28,12324.0,12324.0,12112.7,12324.0,442358.0
367,2016-06-29,11517.6,11793.5,11517.6,11655.5,662927.0,2016-06-29,5089.2,5170.9,5089.2,5170.9,241307.0,2016-06-29,25109.0,25540.0,25109.0,25486.0,938007.0,2016-06-16,24.11,24.44,24.02,24.39,125307264,2016-06-17,2078.2,2078.2,2062.8,2071.2,0.0,2016-06-17,4835.02,4835.02,4792.34,4800.34,1011227264.0,2016-06-29,117500.0,117500.0,115833.0,115833.0,997008.0,2016-06-29,14458.0,14950.5,14458.0,14774.6,2887180.0,2016-06-29,60500.0,62000.0,60500.0,62000.0,452560.0,2016-06-29,12324.0,12535.2,12253.5,12394.4,1362756.0
368,2016-06-30,11724.5,11793.5,11586.6,11586.6,514600.0,2016-06-30,5170.9,5170.9,5116.4,5170.9,76053.0,2016-06-30,25378.0,25593.0,25324.0,25486.0,824247.0,2016-06-17,24.16,24.16,23.82,23.83,244032880,2016-06-20,2075.6,2100.7,2075.6,2083.2,0.0,2016-06-20,4856.69,4882.15,4834.51,4837.21,412670464.0,2016-06-30,116667.0,118333.0,116667.0,117500.0,824616.0,2016-06-30,14950.5,14985.6,14704.2,14704.2,1546108.0,2016-06-30,63000.0,64500.0,62500.0,62500.0,336610.0,2016-06-30,12394.4,12464.8,12253.5,12324.0,804387.0
369,2016-07-01,11586.6,11793.5,11586.6,11724.5,347959.0,2016-07-01,5089.2,5170.9,5062.0,5170.9,590602.0,2016-07-01,25486.0,25755.0,25324.0,25593.0,902384.0,2016-06-20,24.0,24.14,23.76,23.77,137647600,2016-06-21,2085.2,2093.7,2083.0,2088.9,0.0,2016-06-21,4845.09,4852.19,4826.59,4843.76,391138816.0,2016-07-01,120000.0,120000.0,118333.0,119167.0,1405753.0,2016-07-01,14774.6,14880.1,14704.2,14739.4,1336986.0,2016-07-01,63000.0,66500.0,63000.0,65500.0,708190.0,2016-07-01,12253.5,12394.4,12183.1,12253.5,991684.0
370,2016-07-04,11793.5,11862.4,11655.5,11793.5,607595.0,2016-07-04,5089.2,5089.2,5007.6,5034.8,1064996.0,2016-07-04,25593.0,26617.0,25593.0,26509.0,2078196.0,2016-06-21,23.73,24.09,23.67,23.98,142185440,2016-06-22,2089.8,2099.7,2084.4,2085.4,0.0,2016-06-22,4846.68,4875.93,4830.0,4833.32,376042688.0,2016-07-04,120833.0,120833.0,119167.0,120833.0,1054536.0,2016-07-04,14774.6,15020.8,14774.6,14950.5,1994525.0,2016-07-04,66000.0,66500.0,65500.0,66500.0,204330.0,2016-07-04,12253.5,12324.0,12042.3,12324.0,1956692.0
371,2016-07-05,11793.5,12138.3,11793.5,12000.4,1029652.0,2016-07-05,5034.8,5089.2,4980.4,5034.8,825041.0,2016-07-05,26617.0,28018.0,26617.0,27210.0,2857431.0,2016-06-22,24.06,24.22,23.84,23.89,116876488,2016-06-23,2092.8,2113.3,2092.8,2113.3,0.0,2016-06-23,4872.19,4910.04,4859.4,4910.04,398648736.0,2016-07-05,120833.0,121667.0,119167.0,120000.0,863040.0,2016-07-05,14950.5,15020.8,14844.9,14844.9,1826290.0,2016-07-05,66500.0,67500.0,65000.0,65500.0,430750.0,2016-07-05,12324.0,12816.9,12253.5,12676.1,2598837.0
372,2016-07-06,12000.4,12000.4,11793.5,11862.4,386757.0,2016-07-06,5034.8,5034.8,4980.4,5034.8,440487.0,2016-07-06,26941.0,27749.0,26887.0,26941.0,1019813.0,2016-06-23,23.98,24.07,23.81,24.02,128960752,2016-06-24,2103.8,2103.8,2032.6,2037.4,0.0,2016-06-24,4715.8,4798.22,4698.42,4707.98,1521324672.0,2016-07-06,120000.0,120000.0,118333.0,119167.0,481812.0,2016-07-06,14809.8,14950.5,14739.4,14880.1,1389925.0,2016-07-06,65000.0,65500.0,64000.0,64500.0,461320.0,2016-07-06,12535.2,12605.7,12464.8,12605.7,752407.0
373,2016-07-07,11862.4,11931.4,11724.5,11931.4,435920.0,2016-07-07,5034.8,5143.7,5034.8,5089.2,169479.0,2016-07-07,27210.0,27479.0,26833.0,27479.0,1231555.0,2016-06-24,23.23,23.66,23.16,23.35,301245440,2016-06-27,2031.5,2031.5,1991.7,2000.5,0.0,2016-06-27,4664.43,4665.04,4574.25,4594.44,619734976.0,2016-07-07,120000.0,122500.0,119167.0,122500.0,1626973.0,2016-07-07,15020.8,15443.0,14915.3,15231.9,3677445.0,2016-07-07,65000.0,67000.0,64500.0,67000.0,468190.0,2016-07-07,12535.2,12605.7,12464.8,12605.7,757249.0
374,2016-07-08,12000.4,12000.4,11793.5,11862.4,336304.0,2016-07-08,5089.2,5089.2,5034.8,5089.2,783822.0,2016-07-08,27479.0,28288.0,26941.0,27479.0,1436958.0,2016-06-27,23.25,23.26,22.88,23.01,186488752,2016-06-28,2006.7,2036.1,2006.7,2036.1,0.0,2016-06-28,4643.93,4692.98,4643.93,4691.87,470194752.0,2016-07-08,122500.0,124167.0,121667.0,122500.0,785400.0,2016-07-08,15267.1,15618.8,15267.1,15337.4,3682201.0,2016-07-08,66000.0,67000.0,65000.0,66000.0,764050.0,2016-07-08,12605.7,12605.7,12183.1,12535.2,1593167.0
375,2016-07-11,11862.4,12276.2,11862.4,12000.4,1568531.0,2016-07-11,5062.0,5089.2,5034.8,5034.8,941319.0,2016-07-11,27749.0,28826.0,27479.0,28018.0,2650288.0,2016-06-28,23.23,23.41,23.04,23.4,161779648,2016-06-29,2042.7,2073.1,2042.7,2070.8,0.0,2016-06-29,4732.93,4787.59,4732.34,4779.24,466311392.0,2016-07-11,122500.0,124167.0,120833.0,121667.0,665940.0,2016-07-11,15372.6,15478.1,14985.6,14985.6,2390742.0,2016-07-11,65000.0,66000.0,63500.0,64000.0,620090.0,2016-07-11,12535.2,12746.5,12324.0,12535.2,2530883.0
376,2016-07-12,12069.3,12207.3,12000.4,12207.3,2695863.0,2016-07-12,5034.8,5034.8,4980.4,5034.8,98368.0,2016-07-12,28018.0,29096.0,28018.0,29096.0,1248936.0,2016-06-29,23.49,23.64,23.41,23.6,146124032,2016-06-30,2073.2,2098.9,2070.0,2098.9,0.0,2016-06-30,4793.75,4843.11,4774.52,4842.67,574072000.0,2016-07-12,121667.0,122500.0,120000.0,122500.0,773148.0,2016-07-12,14985.6,15126.4,14774.6,14985.6,1719005.0,2016-07-12,64000.0,65000.0,64000.0,64500.0,516910.0,2016-07-12,12605.7,12605.7,12394.4,12535.2,864845.0
377,2016-07-13,12276.2,13034.9,12207.3,13034.9,6666817.0,2016-07-13,5034.8,5279.7,5034.8,5170.9,1606265.0,2016-07-13,29096.0,30982.0,29096.0,30982.0,2484953.0,2016-06-30,23.61,23.94,23.57,23.9,143345424,2016-07-01,2099.3,2108.7,2097.9,2102.9,0.0,2016-07-01,4837.18,4880.17,4837.17,4862.57,380074432.0,2016-07-13,122500.0,123333.0,121667.0,122500.0,533676.0,2016-07-13,14985.6,15231.9,14985.6,15091.2,1734035.0,2016-07-13,65500.0,67000.0,65000.0,66000.0,686300.0,2016-07-13,12535.2,13169.0,12535.2,13028.2,5443050.0
378,2016-07-14,13310.7,13931.4,12828.0,12828.0,6586562.0,2016-07-14,5170.9,5306.9,5170.9,5170.9,3142712.0,2016-07-14,31251.0,31520.0,30173.0,30173.0,1587944.0,2016-07-01,23.87,24.12,23.83,23.97,104106160,2016-07-05,2095.1,2095.1,2080.9,2088.6,0.0,2016-07-05,4837.06,4839.13,4797.29,4822.9,406888800.0,2016-07-14,121667.0,123333.0,120833.0,121667.0,1499065.0,2016-07-14,15126.4,15443.0,15091.2,15126.4,4340986.0,2016-07-14,65500.0,66500.0,64500.0,64500.0,423230.0,2016-07-14,13098.6,13450.7,13098.6,13098.6,5427480.0
379,2016-07-15,13103.8,13310.7,12896.9,12896.9,1889333.0,2016-07-15,5252.5,5252.5,5143.7,5170.9,804329.0,2016-07-15,30173.0,30712.0,29096.0,29096.0,1465794.0,2016-07-05,23.85,23.85,23.61,23.75,110820840,2016-07-06,2084.4,2100.7,2074.0,2099.7,0.0,2016-07-06,4799.32,4861.05,4786.01,4859.16,436563296.0,2016-07-15,121667.0,123333.0,120833.0,122500.0,589716.0,2016-07-15,15091.2,15196.7,14985.6,14985.6,1685806.0,2016-07-15,65000.0,65000.0,64000.0,64000.0,308940.0,2016-07-15,13028.2,13098.6,12887.3,13028.2,1412599.0
380,2016-07-18,12759.0,13103.8,12621.1,12896.9,1399282.0,2016-07-18,5116.4,5143.7,5034.8,5143.7,217287.0,2016-07-18,28826.0,30173.0,28557.0,29904.0,1268815.0,2016-07-06,23.65,23.91,23.59,23.88,123796360,2016-07-07,2100.4,2109.1,2089.4,2097.9,0.0,2016-07-07,4867.47,4889.01,4853.68,4876.81,352296832.0,2016-07-18,123333.0,125833.0,122500.0,125000.0,1300273.0,2016-07-18,14950.5,15020.8,14844.9,14985.6,1335347.0,2016-07-18,64500.0,65000.0,64000.0,65000.0,218600.0,2016-07-18,12887.3,13169.0,12746.5,13098.6,2618633.0
381,2016-07-19,13103.8,13103.8,12276.2,12552.1,2122381.0,2016-07-19,5143.7,5143.7,4925.9,5034.8,1711302.0,2016-07-19,30173.0,30712.0,29635.0,30173.0,963019.0,2016-07-07,23.93,24.12,23.91,23.98,100558232,2016-07-08,2107.0,2131.7,2107.0,2129.9,0.0,2016-07-08,4906.66,4959.0,4901.27,4956.76,433262400.0,2016-07-19,125000.0,129167.0,125000.0,127500.0,2205877.0,2016-07-19,15020.8,15020.8,14669.0,14739.4,2651786.0,2016-07-19,64500.0,65000.0,62500.0,64000.0,509820.0,2016-07-19,13098.6,13098.6,12535.2,12676.1,3469303.0
382,2016-07-20,12552.1,12552.1,12207.3,12276.2,2267907.0,2016-07-20,5034.8,5034.8,4980.4,5034.8,400932.0,2016-07-20,30443.0,30443.0,29096.0,29635.0,727867.0,2016-07-08,24.12,24.22,24.01,24.17,115648416,2016-07-11,2131.7,2143.2,2131.7,2137.2,0.0,2016-07-11,4976.54,5002.5,4976.54,4988.64,386476864.0,2016-07-20,128333.0,132500.0,126667.0,131667.0,1857601.0,2016-07-20,14739.4,14809.8,14633.9,14633.9,1327636.0,2016-07-20,63500.0,64000.0,62500.0,62500.0,370850.0,2016-07-20,12676.1,12746.5,12464.8,12464.8,1714648.0
383,2016-07-21,12207.3,12414.2,12138.3,12276.2,1013416.0,2016-07-21,5062.0,5089.2,4980.4,4980.4,423316.0,2016-07-21,29635.0,29904.0,28557.0,29904.0,1132368.0,2016-07-11,24.19,24.41,24.18,24.25,95179776,2016-07-12,2139.5,2155.4,2139.5,2152.1,0.0,2016-07-12,5017.99,5032.1,5009.68,5022.82,417278816.0,2016-07-21,133333.0,135000.0,130000.0,130833.0,2109685.0,2016-07-21,14669.0,14774.6,14598.7,14633.9,1034571.0,2016-07-21,63000.0,64500.0,62500.0,63000.0,364630.0,2016-07-21,12464.8,12605.7,12394.4,12464.8,2144970.0
384,2016-07-22,12276.2,12276.2,12000.4,12276.2,1604967.0,2016-07-22,4980.4,4980.4,4925.9,4925.9,259477.0,2016-07-22,29635.0,29904.0,28018.0,28018.0,1527257.0,2016-07-12,24.29,24.43,24.28,24.36,96669856,2016-07-13,2153.8,2156.4,2146.2,2152.4,0.0,2016-07-13,5036.32,5036.39,5002.82,5005.73,373968960.0,2016-07-22,131667.0,132500.0,126667.0,130000.0,2519413.0,2016-07-22,14598.7,14598.7,14387.6,14528.3,2212950.0,2016-07-22,62000.0,62000.0,59500.0,61500.0,527280.0,2016-07-22,12394.4,12464.8,12183.1,12464.8,2527361.0
385,2016-07-25,12345.2,12345.2,12069.3,12069.3,598057.0,2016-07-25,4925.9,4980.4,4898.7,4925.9,270438.0,2016-07-25,28018.0,28826.0,27749.0,28557.0,549337.0,2016-07-13,24.35,24.42,24.21,24.22,103568688,2016-07-14,2157.9,2169.0,2157.9,2163.8,0.0,2016-07-14,5041.95,5045.18,5025.15,5034.06,348812576.0,2016-07-25,130833.0,130833.0,128333.0,128333.0,661956.0,2016-07-25,14528.3,14563.5,14458.0,14458.0,867791.0,2016-07-25,61500.0,63000.0,60500.0,62000.0,258480.0,2016-07-25,12464.8,12535.2,12324.0,12394.4,731051.0
386,2016-07-26,12069.3,12138.3,12000.4,12138.3,350011.0,2016-07-26,4925.9,4953.2,4871.5,4871.5,526711.0,2016-07-26,28557.0,29096.0,28018.0,28557.0,462983.0,2016-07-14,24.35,24.75,24.33,24.7,155675984,2016-07-15,2165.1,2169.1,2155.8,2161.7,0.0,2016-07-15,5041.19,5044.81,5018.52,5029.59,395576000.0,2016-07-26,128333.0,131667.0,127500.0,130833.0,1225236.0,2016-07-26,14458.0,14493.2,14352.5,14387.6,1083977.0,2016-07-26,61500.0,61500.0,59000.0,59000.0,476690.0,2016-07-26,12394.4,12464.8,12253.5,12324.0,1079723.0
387,2016-07-27,12138.3,12552.1,12069.3,12414.2,1929835.0,2016-07-27,4871.5,4925.9,4871.5,4871.5,217860.0,2016-07-27,28288.0,29365.0,28288.0,29365.0,692898.0,2016-07-15,24.73,24.82,24.62,24.7,120547960,2016-07-18,2162.0,2168.3,2159.6,2166.9,0.0,2016-07-18,5034.99,5063.53,5030.13,5055.78,332329312.0,2016-07-27,131667.0,132500.0,130833.0,131667.0,713700.0,2016-07-27,14528.3,14669.0,14493.2,14528.3,1280216.0,2016-07-27,59000.0,60500.0,59000.0,60500.0,431140.0,2016-07-27,12253.5,12535.2,12253.5,12464.8,1372616.0
388,2016-07-28,12414.2,12414.2,12276.2,12276.2,377451.0,2016-07-28,4898.7,4898.7,4844.3,4871.5,122733.0,2016-07-28,29365.0,29635.0,28826.0,29635.0,157428.0,2016-07-18,24.68,25.03,24.65,24.96,145975472,2016-07-19,2163.8,2164.6,2159.0,2163.8,0.0,2016-07-19,5038.22,5052.24,5028.24,5036.37,362673312.0,2016-07-28,131667.0,134167.0,131667.0,133333.0,1579861.0,2016-07-28,14528.3,14669.0,14493.2,14528.3,1183620.0,2016-07-28,60000.0,60000.0,57000.0,58000.0,434230.0,2016-07-28,12394.4,12535.2,12324.0,12394.4,630850.0
389,2016-07-29,12345.2,12414.2,12207.3,12276.2,562033.0,2016-07-29,4871.5,4925.9,4844.3,4925.9,507648.0,2016-07-29,29365.0,29635.0,28826.0,29096.0,388636.0,2016-07-19,24.89,25.0,24.84,24.97,95119696,2016-07-20,2166.1,2175.6,2164.9,2173.0,0.0,2016-07-20,5061.6,5098.25,5053.92,5089.93,375155328.0,2016-07-29,133333.0,134167.0,131667.0,131667.0,1205940.0,2016-07-29,14528.3,14563.5,14422.8,14422.8,557618.0,2016-07-29,56500.0,59000.0,56000.0,58500.0,342350.0,2016-07-29,12324.0,12394.4,12253.5,12394.4,1012713.0
390,2016-08-01,12276.2,12276.2,12138.3,12207.3,787144.0,2016-08-01,4898.7,4925.9,4844.3,4844.3,143508.0,2016-08-01,29096.0,29096.0,28557.0,28557.0,628818.0,2016-07-20,25.0,25.11,24.93,24.99,105103872,2016-07-21,2172.9,2174.6,2159.8,2165.2,0.0,2016-07-21,5093.97,5102.78,5061.11,5073.9,384255104.0,2016-08-01,132500.0,132500.0,128333.0,129167.0,2047873.0,2016-08-01,14422.8,14528.3,14352.5,14458.0,969027.0,2016-08-01,60000.0,60500.0,58500.0,60000.0,157810.0,2016-08-01,12535.2,12535.2,12253.5,12394.4,890313.0
391,2016-08-02,12207.3,12207.3,11793.5,11862.4,1735947.0,2016-08-02,4844.3,4844.3,4762.6,4762.6,282012.0,2016-08-02,28557.0,28557.0,27479.0,27749.0,1093093.0,2016-07-21,24.96,25.25,24.78,24.86,130808112,2016-07-22,2166.5,2175.1,2163.2,2175.0,0.0,2016-07-22,5078.12,5103.52,5064.11,5100.16,357670176.0,2016-08-02,128333.0,129167.0,126667.0,126667.0,2018101.0,2016-08-02,14458.0,14458.0,14246.9,14282.1,1862260.0,2016-08-02,58000.0,59500.0,58000.0,59500.0,505680.0,2016-08-02,12324.0,12324.0,11971.8,12042.3,1471132.0
392,2016-08-03,11793.5,11931.4,11724.5,11793.5,579935.0,2016-08-03,4762.6,4762.6,4708.2,4708.2,276861.0,2016-08-03,27479.0,27749.0,26671.0,27210.0,558518.0,2016-07-22,24.82,24.82,24.58,24.66,113254672,2016-07-25,2173.7,2173.7,2161.9,2168.5,0.0,2016-07-25,5096.99,5100.72,5082.66,5097.63,371477184.0,2016-08-03,127500.0,129167.0,126667.0,128333.0,792948.0,2016-08-03,14282.1,14352.5,14211.7,14246.9,1079129.0,2016-08-03,58500.0,59500.0,58000.0,59000.0,340370.0,2016-08-03,12112.7,12112.7,11831.0,12042.3,1656970.0
393,2016-08-04,11724.5,12069.3,11724.5,11931.4,787802.0,2016-08-04,4762.6,4817.1,4735.4,4762.6,405150.0,2016-08-04,27479.0,29096.0,27210.0,28018.0,926173.0,2016-07-25,24.56,24.71,24.23,24.34,161531680,2016-07-26,2169.0,2173.5,2160.2,2169.2,0.0,2016-07-26,5095.61,5122.3,5084.18,5110.05,428740416.0,2016-08-04,129167.0,131667.0,128333.0,130000.0,1370833.0,2016-08-04,14246.9,14352.5,14211.7,14211.7,785578.0,2016-08-04,60000.0,60500.0,59500.0,59500.0,284210.0,2016-08-04,12042.3,12112.7,11901.4,11901.4,1418988.0
394,2016-08-05,11724.5,12000.4,11724.5,11793.5,710179.0,2016-08-05,4762.6,4817.1,4735.4,4789.9,258378.0,2016-08-05,28288.0,28288.0,27210.0,27479.0,564961.0,2016-07-26,24.2,24.49,24.11,24.17,224959296,2016-07-27,2169.8,2175.0,2159.1,2166.6,0.0,2016-07-27,5143.84,5151.06,5120.66,5139.81,470664480.0,2016-08-05,130000.0,131667.0,129167.0,131667.0,1007544.0,2016-08-05,14211.7,14317.3,14141.4,14246.9,1065992.0,2016-08-05,59500.0,60500.0,59500.0,59500.0,242360.0,2016-08-05,11760.6,11831.0,11478.9,11760.6,2126734.0
