Date,Open,High,Low,Close,Volume
2015-01-05,70000.0,70500.0,68500.0,69000.0,319840
2015-01-06,67000.0,68500.0,67000.0,68000.0,345050
2015-01-07,67000.0,69500.0,67000.0,69000.0,509250
2015-01-08,70000.0,70500.0,69500.0,69500.0,290220
2015-01-09,70000.0,74000.0,70000.0,74000.0,859620
2015-01-12,79000.0,79000.0,79000.0,79000.0,671210
2015-01-13,78000.0,82000.0,78000.0,80500.0,1270070
2015-01-14,79000.0,79500.0,76500.0,77500.0,705280
2015-01-15,78000.0,79000.0,77000.0,78500.0,403100
2015-01-16,78000.0,79000.0,77000.0,77500.0,334230
2015-01-19,77500.0,78500.0,76000.0,76500.0,258660
2015-01-20,77000.0,78000.0,76500.0,77500.0,456860
2015-01-21,77500.0,78000.0,77000.0,77500.0,271070
2015-01-22,77500.0,78500.0,77500.0,78500.0,269320
2015-01-23,79000.0,81000.0,78500.0,81000.0,641740
2015-01-26,81500.0,82000.0,80000.0,80000.0,327410
2015-01-27,80000.0,80000.0,78500.0,79500.0,313480
2015-01-28,80000.0,80000.0,78000.0,78500.0,253270
2015-01-29,78000.0,78500.0,77500.0,77500.0,111790
2015-01-30,78500.0,78500.0,77000.0,77000.0,268300
2015-02-02,77500.0,78000.0,76500.0,76500.0,82200
2015-02-03,77500.0,79000.0,76500.0,76500.0,335140
2015-02-04,78000.0,79000.0,77500.0,78500.0,479230
2015-02-05,78000.0,79000.0,77500.0,78500.0,268680
2015-02-06,79500.0,80500.0,79000.0,79500.0,409620
2015-02-09,80000.0,80000.0,79000.0,79000.0,250850
2015-02-10,80000.0,80000.0,78500.0,78500.0,169730
2015-02-11,78500.0,78500.0,77500.0,78000.0,182290
2015-02-12,78000.0,79000.0,76500.0,79000.0,400480
2015-02-13,79500.0,80000.0,79000.0,79000.0,196250
2015-02-24,79500.0,79500.0,79000.0,79500.0,131510
2015-02-25,79500.0,79500.0,78500.0,78500.0,233210
2015-02-26,79000.0,79000.0,77500.0,78500.0,185200
2015-02-27,78500.0,79000.0,77500.0,79000.0,289710
2015-03-02,78500.0,79000.0,78000.0,78500.0,95850
2015-03-03,78500.0,79000.0,78000.0,78000.0,420410
2015-03-04,78500.0,79500.0,78000.0,79500.0,806850
2015-03-05,80500.0,81500.0,80000.0,80500.0,1020720
2015-03-06,81000.0,81000.0,79500.0,79500.0,361220
2015-03-09,79500.0,80000.0,78000.0,78000.0,332440
2015-03-10,78000.0,79000.0,78000.0,78500.0,431920
2015-03-11,78500.0,78500.0,77000.0,77500.0,359610
2015-03-12,77000.0,78000.0,77000.0,77500.0,199670
2015-03-13,77000.0,78000.0,76500.0,76500.0,202010
2015-03-16,77500.0,78500.0,76500.0,76500.0,291740
2015-03-17,77000.0,77500.0,76500.0,77000.0,295300
2015-03-18,77000.0,77000.0,75500.0,76000.0,152790
2015-03-19,77000.0,77000.0,75500.0,75500.0,215120
2015-03-20,75500.0,76500.0,75000.0,75500.0,384350
2015-03-23,76500.0,77500.0,75500.0,76000.0,476500
2015-03-24,76000.0,76500.0,73500.0,75000.0,384090
2015-03-25,75000.0,75500.0,70000.0,70000.0,1296740
2015-03-26,68000.0,69000.0,65500.0,67000.0,1157060
2015-03-27,68500.0,69500.0,65500.0,65500.0,719800
2015-03-30,65500.0,67000.0,64000.0,64000.0,444770
2015-03-31,64000.0,66500.0,63500.0,66000.0,1041160
2015-04-01,66000.0,66500.0,61500.0,62000.0,1028480
2015-04-02,62500.0,63500.0,61000.0,63000.0,546750
2015-04-03,64000.0,64000.0,62500.0,64000.0,291480
2015-04-06,64000.0,64000.0,62500.0,62500.0,524550
2015-04-07,62500.0,63500.0,61500.0,62500.0,409230
2015-04-08,63500.0,64000.0,62000.0,62500.0,406840
2015-04-09,62500.0,62500.0,61500.0,62000.0,319300
2015-04-10,62000.0,62500.0,61500.0,62000.0,418270
2015-04-13,62000.0,64000.0,62000.0,63000.0,404770
2015-04-14,63500.0,65000.0,63000.0,64000.0,548310
2015-04-15,64500.0,68000.0,64500.0,67500.0,1192200
2015-04-16,69500.0,69500.0,67500.0,67500.0,648620
2015-04-17,67500.0,69000.0,66500.0,66500.0,1311260
2015-04-20,66500.0,67000.0,65000.0,65500.0,594950
2015-04-21,65000.0,66500.0,65000.0,65000.0,493320
2015-04-22,65000.0,65500.0,64500.0,65000.0,337590
